082787060	000002569	000003714	000225869
082786640	000002526	000003651	000226395
082786228	000002483	000003590	000226913
082785822	000002441	000003529	000227421
082785423	000002400	000003469	000227921
082785031	000002359	000003410	000228412
082784646	000002319	000003353	000228895
082784267	000002280	000003296	000229370
082783895	000002241	000003240	000229837
082783529	000002203	000003185	000230296
082783169	000002166	000003131	000230747
082782815	000002129	000003078	000231191
082782467	000002093	000003026	000231627
082782125	000002058	000002975	000232055
082781789	000002023	000002924	000232477
082781459	000001989	000002875	000232891
082781134	000001955	000002826	000233298
082780815	000001922	000002778	000233698
082780501	000001889	000002731	000234092
082780192	000001857	000002685	000234479
082779889	000001826	000002639	000234859
082779590	000001795	000002595	000235233
082779297	000001765	000002551	000235600
082779009	000001735	000002508	000235962
082778726	000001705	000002465	000236317
082778447	000001676	000002423	000236666
082778173	000001648	000002382	000237009
082777904	000001620	000002342	000237347
082777640	000001593	000002302	000237678
082777379	000001566	000002263	000238005
082777124	000001539	000002225	000238325
082776872	000001513	000002187	000238640
082776625	000001487	000002150	000238950
082776382	000001462	000002114	000239255
082776143	000001437	000002078	000239554
082775909	000001413	000002043	000239848
082775678	000001389	000002008	000240138
082775451	000001366	000001974	000240422
082775228	000001342	000001941	000240702
082775009	000001320	000001908	000240977
082774793	000001297	000001876	000241247
082774581	000001275	000001844	000241513
082774373	000001254	000001813	000241774
082774168	000001233	000001782	000242030
082773967	000001212	000001752	000242283
082773769	000001191	000001722	000242531
082773574	000001171	000001693	000242775
082773383	000001151	000001664	000243015
082773195	000001132	000001636	000243250
082773010	000001112	000001608	000243482
082772829	000001094	000001581	000243710
082772650	000001075	000001554	000243934
082772474	000001057	000001528	000244154
082772302	000001039	000001502	000244370
082772132	000001021	000001476	000244583
082771965	000001004	000001451	000244792
082771801	000000987	000001427	000244998
082771640	000000970	000001403	000245200
082771482	000000954	000001379	000245399
082771326	000000938	000001356	000245594
082771173	000000922	000001333	000245786
082771022	000000906	000001310	000245975
082770874	000000891	000001288	000246160
082770729	000000876	000001266	000246343
082770586	000000861	000001245	000246522
082770445	000000846	000001223	000246698
082770307	000000832	000001203	000246871
082770171	000000818	000001182	000247042
082770037	000000804	000001162	000247209
082769906	000000790	000001143	000247374
082769777	000000777	000001123	000247536
082769650	000000764	000001104	000247695
082769525	000000751	000001085	000247851
082769403	000000738	000001067	000248005
082769282	000000726	000001049	000248156
082769164	000000713	000001031	000248305
082769047	000000701	000001014	000248451
082768933	000000689	000000997	000248594
082768820	000000678	000000980	000248736
082768709	000000666	000000963	000248874
082768601	000000655	000000947	000249011
082768494	000000644	000000931	000249145
082768389	000000633	000000915	000249277
082768285	000000622	000000899	000249406
082768184	000000612	000000884	000249534
082768084	000000601	000000869	000249659
082767986	000000591	000000854	000249782
082767889	000000581	000000840	000249903
082767794	000000571	000000826	000250022
082767701	000000561	000000812	000250139
082767609	000000552	000000798	000250254
082767519	000000543	000000784	000250367
082767430	000000533	000000771	000250478
082767343	000000524	000000758	000250587
082767258	000000515	000000745	000250695
082767173	000000507	000000733	000250800
082767091	000000498	000000720	000250904
082767009	000000490	000000708	000251006
082766929	000000481	000000696	000251106
082766851	000000473	000000684	000251205
082766773	000000465	000000673	000251302
082766697	000000457	000000661	000251397
082766623	000000450	000000650	000251491
082766549	000000442	000000639	000251583
082766477	000000434	000000628	000251673
082766406	000000427	000000618	000251762
082766336	000000420	000000607	000251850
082766268	000000413	000000597	000251936
082766200	000000406	000000587	000252020
082766134	000000399	000000577	000252103
082766069	000000392	000000567	000252185
082766005	000000385	000000557	000252265
082765942	000000379	000000548	000252344
082765880	000000373	000000539	000252422
082765819	000000366	000000529	000252498
082765759	000000360	000000520	000252573
082765701	000000354	000000512	000252647
082765643	000000348	000000503	000252719
082765586	000000342	000000494	000252791
082765530	000000336	000000486	000252861
082765475	000000331	000000478	000252929
082765421	000000325	000000470	000252997
082765368	000000319	000000462	000253064
082765316	000000314	000000454	000253129
082765265	000000309	000000446	000253193
082765214	000000303	000000439	000253257
082765165	000000298	000000431	000253319
082765116	000000293	000000424	000253380
082765068	000000288	000000417	000253440
082765021	000000283	000000410	000253499
082764975	000000279	000000403	000253557
082764929	000000274	000000396	000253614
082764885	000000269	000000389	000253670
082764841	000000265	000000383	000253725
082764797	000000260	000000376	000253779
082764755	000000256	000000370	000253833
082764713	000000251	000000363	000253885
082764672	000000247	000000357	000253937
082764632	000000243	000000351	000253987
082764592	000000239	000000345	000254037
082764553	000000235	000000339	000254086
082764515	000000231	000000334	000254134
082764477	000000227	000000328	000254181
082764440	000000223	000000322	000254228
082764403	000000219	000000317	000254273
082764368	000000216	000000312	000254318
082764332	000000212	000000306	000254362
082764298	000000208	000000301	000254406
082764264	000000205	000000296	000254448
082764230	000000201	000000291	000254490
082764197	000000198	000000286	000254532
082764165	000000195	000000281	000254572
082764133	000000191	000000276	000254612
082764102	000000188	000000272	000254651
082764071	000000185	000000267	000254690
082764041	000000182	000000263	000254727
082764012	000000179	000000258	000254765
082763982	000000176	000000254	000254801
082763954	000000173	000000250	000254837
082763926	000000170	000000245	000254872
082763898	000000167	000000241	000254907
082763871	000000164	000000237	000254941
082763844	000000161	000000233	000254975
082763817	000000158	000000229	000255008
082763792	000000156	000000225	000255040
082763766	000000153	000000221	000255072
082763741	000000151	000000218	000255104
082763717	000000148	000000214	000255134
082763692	000000145	000000210	000255165
082763669	000000143	000000207	000255195
082763645	000000141	000000203	000255224
082763622	000000138	000000200	000255253
082763600	000000136	000000196	000255281
082763578	000000134	000000193	000255309
082763556	000000131	000000190	000255336
082763534	000000129	000000187	000255363
082763513	000000127	000000183	000255389
082763493	000000125	000000180	000255415
082763472	000000123	000000177	000255441
082763452	000000121	000000174	000255466
082763432	000000118	000000171	000255491
082763413	000000116	000000168	000255515
082763394	000000115	000000166	000255539
082763375	000000113	000000163	000255562
082763357	000000111	000000160	000255585
082763339	000000109	000000157	000255608
082763321	000000107	000000155	000255630
082763304	000000105	000000152	000255652
082763287	000000103	000000149	000255674
082763270	000000102	000000147	000255695
082763253	000000100	000000144	000255716
082763237	000000098	000000142	000255736
082763221	000000097	000000140	000255756
082763205	000000095	000000137	000255776
082763189	000000093	000000135	000255795
082763174	000000092	000000133	000255815
082763159	000000090	000000130	000255833
082763145	000000089	000000128	000255852
082763130	000000087	000000126	000255870
082763116	000000086	000000124	000255888
082763102	000000084	000000122	000255905
082763088	000000083	000000120	000255923
082763075	000000081	000000118	000255939
082763061	000000080	000000116	000255956
082763048	000000079	000000114	000255973
082763035	000000077	000000112	000255989
082763023	000000076	000000110	000256004
082763010	000000075	000000108	000256020
082762998	000000073	000000106	000256035
082762986	000000072	000000104	000256050
082762974	000000071	000000103	000256065
082762963	000000070	000000101	000256080
082762951	000000069	000000099	000256094
082762940	000000067	000000097	000256108
082762929	000000066	000000096	000256122
082762918	000000065	000000094	000256135
082762908	000000064	000000093	000256149
082762897	000000063	000000091	000256162
082762887	000000062	000000089	000256175
082762877	000000061	000000088	000256187
082762867	000000060	000000086	000256200
082762857	000000059	000000085	000256212
082762848	000000058	000000084	000256224
082762838	000000057	000000082	000256236
082762829	000000056	000000081	000256248
082762820	000000055	000000079	000256259
082762811	000000054	000000078	000256270
082762802	000000053	000000077	000256281
082762793	000000052	000000075	000256292
082762785	000000051	000000074	000256303
082762776	000000050	000000073	000256313
082762768	000000050	000000072	000256324
082762760	000000049	000000070	000256334
082762752	000000048	000000069	000256344
082762744	000000047	000000068	000256354
082762737	000000046	000000067	000256363
082762729	000000045	000000066	000256373
082762722	000000045	000000065	000256382
082762714	000000044	000000064	000256391
082762707	000000043	000000062	000256400
082762700	000000042	000000061	000256409
082762693	000000042	000000060	000256418
082762686	000000041	000000059	000256426
082762680	000000040	000000058	000256435
082762673	000000040	000000057	000256443
082762667	000000039	000000056	000256451
082762660	000000038	000000055	000256459
082762654	000000038	000000054	000256467
082762648	000000037	000000054	000256475
082762642	000000036	000000053	000256482
082762636	000000036	000000052	000256490
082762630	000000035	000000051	000256497
082762624	000000035	000000050	000256504
082762619	000000034	000000049	000256511
082762613	000000033	000000048	000256518
082762608	000000033	000000048	000256525
082762602	000000032	000000047	000256532
082762597	000000032	000000046	000256538
082762592	000000031	000000045	000256545
082762587	000000031	000000044	000256551
082762582	000000030	000000044	000256558
082762577	000000030	000000043	000256564
082762572	000000029	000000042	000256570
082762567	000000029	000000041	000256576
082762562	000000028	000000041	000256582
082762558	000000028	000000040	000256587
082762553	000000027	000000039	000256593
082762549	000000027	000000039	000256599
082762544	000000026	000000038	000256604
082762540	000000026	000000037	000256610
082762536	000000025	000000037	000256615
082762532	000000025	000000036	000256620
082762528	000000025	000000036	000256625
082762524	000000024	000000035	000256630
082762520	000000024	000000034	000256635
082762516	000000023	000000034	000256640
082762512	000000023	000000033	000256645
082762508	000000023	000000033	000256650
082762505	000000022	000000032	000256654
082762501	000000022	000000032	000256659
082762497	000000021	000000031	000256663
082762494	000000021	000000030	000256668
082762490	000000021	000000030	000256672
082762487	000000020	000000029	000256676
082762484	000000020	000000029	000256680
082762481	000000020	000000028	000256684
082762477	000000019	000000028	000256688
082762474	000000019	000000027	000256692
082762471	000000019	000000027	000256696
082762468	000000018	000000027	000256700
082762465	000000018	000000026	000256704
082762462	000000018	000000026	000256708
082762459	000000017	000000025	000256711
082762456	000000017	000000025	000256715
082762453	000000017	000000024	000256718
082762451	000000017	000000024	000256722
082762448	000000016	000000024	000256725
082762445	000000016	000000023	000256728
082762443	000000016	000000023	000256732
082762440	000000015	000000022	000256735
082762438	000000015	000000022	000256738
082762435	000000015	000000022	000256741
082762433	000000015	000000021	000256744
082762430	000000014	000000021	000256747
082762428	000000014	000000021	000256750
082762426	000000014	000000020	000256753
082762423	000000014	000000020	000256756
082762421	000000014	000000020	000256759
082762419	000000013	000000019	000256762
082762417	000000013	000000019	000256764
082762415	000000013	000000019	000256767
082762412	000000013	000000018	000256770
082762410	000000012	000000018	000256772
082762408	000000012	000000018	000256775
082762406	000000012	000000017	000256777
082762404	000000012	000000017	000256780
082762403	000000012	000000017	000256782
082762401	000000011	000000016	000256785
082762399	000000011	000000016	000256787
082762397	000000011	000000016	000256789
082762395	000000011	000000016	000256791
082762393	000000011	000000015	000256794
082762392	000000010	000000015	000256796
082762390	000000010	000000015	000256798
082762388	000000010	000000015	000256800
082762387	000000010	000000014	000256802
082762385	000000010	000000014	000256804
082762383	000000010	000000014	000256806
082762382	000000009	000000014	000256808
082762380	000000009	000000013	000256810
082762379	000000009	000000013	000256812
082762377	000000009	000000013	000256814
082762376	000000009	000000013	000256816
082762374	000000009	000000013	000256817
082762373	000000009	000000012	000256819
082762372	000000008	000000012	000256821
082762370	000000008	000000012	000256823
082762369	000000008	000000012	000256824
082762368	000000008	000000011	000256826
082762366	000000008	000000011	000256828
082762365	000000008	000000011	000256829
082762364	000000008	000000011	000256831
082762362	000000007	000000011	000256832
082762361	000000007	000000011	000256834
082762360	000000007	000000010	000256835
082762359	000000007	000000010	000256837
082762358	000000007	000000010	000256838
082762357	000000007	000000010	000256840
082762355	000000007	000000010	000256841
082762354	000000007	000000010	000256842
082762353	000000006	000000009	000256844
082762352	000000006	000000009	000256845
082762351	000000006	000000009	000256846
082762350	000000006	000000009	000256848
082762349	000000006	000000009	000256849
082762348	000000006	000000009	000256850
082762347	000000006	000000008	000256851
082762346	000000006	000000008	000256853
082762345	000000006	000000008	000256854
082762344	000000006	000000008	000256855
082762344	000000005	000000008	000256856
082762343	000000005	000000008	000256857
082762342	000000005	000000008	000256858
082762341	000000005	000000007	000256859
082762340	000000005	000000007	000256860
082762339	000000005	000000007	000256862
082762338	000000005	000000007	000256863
082762338	000000005	000000007	000256864
082762337	000000005	000000007	000256865
082762336	000000005	000000007	000256866
082762335	000000005	000000007	000256866
082762335	000000005	000000007	000256867
082762334	000000004	000000006	000256868
082762333	000000004	000000006	000256869
082762332	000000004	000000006	000256870
082762332	000000004	000000006	000256871
082762331	000000004	000000006	000256872
082762330	000000004	000000006	000256873
082762330	000000004	000000006	000256874
082762329	000000004	000000006	000256874
082762328	000000004	000000006	000256875
082762328	000000004	000000006	000256876
082762327	000000004	000000005	000256877
082762326	000000004	000000005	000256878
082762326	000000004	000000005	000256878
082762325	000000004	000000005	000256879
082762325	000000003	000000005	000256880
082762324	000000003	000000005	000256881
082762324	000000003	000000005	000256881
082762323	000000003	000000005	000256882
082762322	000000003	000000005	000256883
082762322	000000003	000000005	000256883
082762321	000000003	000000005	000256884
082762321	000000003	000000004	000256885
082762320	000000003	000000004	000256885
082762320	000000003	000000004	000256886
082762319	000000003	000000004	000256886
082762319	000000003	000000004	000256887
082762318	000000003	000000004	000256888
082762318	000000003	000000004	000256888
082762317	000000003	000000004	000256889
082762317	000000003	000000004	000256889
082762317	000000003	000000004	000256890
082762316	000000003	000000004	000256890
082762316	000000003	000000004	000256891
082762315	000000003	000000004	000256892
082762315	000000002	000000004	000256892
082762314	000000002	000000004	000256893
082762314	000000002	000000003	000256893
082762314	000000002	000000003	000256894
082762313	000000002	000000003	000256894
082762313	000000002	000000003	000256894
082762313	000000002	000000003	000256895
082762312	000000002	000000003	000256895
082762312	000000002	000000003	000256896
082762311	000000002	000000003	000256896
082762311	000000002	000000003	000256897
082762311	000000002	000000003	000256897
082762310	000000002	000000003	000256898
082762310	000000002	000000003	000256898
082762310	000000002	000000003	000256898
082762309	000000002	000000003	000256899
082762309	000000002	000000003	000256899
082762309	000000002	000000003	000256900
082762309	000000002	000000003	000256900
082762308	000000002	000000003	000256900
082762308	000000002	000000003	000256901
082762308	000000002	000000003	000256901
082762307	000000002	000000002	000256901
082762307	000000002	000000002	000256902
082762307	000000002	000000002	000256902
082762307	000000002	000000002	000256902
082762306	000000002	000000002	000256903
082762306	000000002	000000002	000256903
082762306	000000002	000000002	000256903
082762306	000000002	000000002	000256904
082762305	000000001	000000002	000256904
082762305	000000001	000000002	000256904
082762305	000000001	000000002	000256905
082762305	000000001	000000002	000256905
082762304	000000001	000000002	000256905
082762304	000000001	000000002	000256906
082762304	000000001	000000002	000256906
082762304	000000001	000000002	000256906
082762303	000000001	000000002	000256906
082762303	000000001	000000002	000256907
082762303	000000001	000000002	000256907
082762303	000000001	000000002	000256907
082762303	000000001	000000002	000256907
082762302	000000001	000000002	000256908
082762302	000000001	000000002	000256908
082762302	000000001	000000002	000256908
082762302	000000001	000000002	000256908
082762302	000000001	000000002	000256909
082762301	000000001	000000002	000256909
082762301	000000001	000000002	000256909
082762301	000000001	000000002	000256909
082762301	000000001	000000002	000256910
082762301	000000001	000000001	000256910
082762301	000000001	000000001	000256910
082762300	000000001	000000001	000256910
082762300	000000001	000000001	000256910
082762300	000000001	000000001	000256911
082762300	000000001	000000001	000256911
082762300	000000001	000000001	000256911
082762300	000000001	000000001	000256911
082762300	000000001	000000001	000256911
082762299	000000001	000000001	000256911
082762299	000000001	000000001	000256912
082762299	000000001	000000001	000256912
082762299	000000001	000000001	000256912
082762299	000000001	000000001	000256912
082762299	000000001	000000001	000256912
082762299	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256913
082762298	000000001	000000001	000256914
082762298	000000001	000000001	000256914
082762297	000000001	000000001	000256914
082762297	000000001	000000001	000256914
082762297	000000001	000000001	000256914
082762297	000000001	000000001	000256914
082762297	000000001	000000001	000256914
082762297	000000001	000000001	000256915
082762297	000000001	000000001	000256915
082762297	000000001	000000001	000256915
082762297	000000001	000000001	000256915
082762297	000000001	000000001	000256915
082762296	000000001	000000001	000256915
082762296	000000001	000000001	000256915
082762296	000000001	000000001	000256915
082762296	000000001	000000001	000256916
082762296	000000001	000000001	000256916
082762296	000000001	000000001	000256916
082762296	000000001	000000001	000256916
082762296	000000001	000000001	000256916
082762296	000000000	000000001	000256916
082762296	000000000	000000001	000256916
082762296	000000000	000000001	000256916
082762295	000000000	000000001	000256916
082762295	000000000	000000001	000256916
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256917
082762295	000000000	000000001	000256918
082762294	000000000	000000001	000256918
082762294	000000000	000000001	000256918
082762294	000000000	000000001	000256918
082762294	000000000	000000001	000256918
082762294	000000000	000000000	000256918
082762294	000000000	000000000	000256918
082762294	000000000	000000000	000256918
082762294	000000000	000000000	000256918
